Item_Identifier,level_1,Item_Weight
DRZ24,9,7.535
FDA01,0,15.0
FDA01,1,15.0
FDA01,2,15.0
FDA01,3,15.0
FDA01,4,15.0
FDA01,5,
FDA01,6,15.0
FDA01,7,15.0
FDA01,8,15.0
FDA02,0,14.0
FDA02,1,14.0
FDA02,2,
FDA02,3,
FDA02,4,14.0
FDA02,5,14.0
FDA02,6,14.0
FDA02,7,14.0
FDA02,8,14.0
FDA02,9,14.0
FDA03,0,18.5
FDA03,1,
FDA03,2,18.5
FDA03,3,18.5
FDA03,4,18.5
FDA03,5,18.5
FDA03,6,18.5
FDA03,7,18.5
FDA03,8,18.5
FDA04,0,
FDA04,1,11.3
FDA04,2,11.3
FDA04,3,11.3
FDA04,4,11.3
FDA04,5,11.3
FDA04,6,11.3
FDA04,7,11.3
FDA07,0,7.55
FDA07,1,7.55
FDA07,2,7.55
FDA07,3,
FDA07,4,7.55
FDA07,5,7.55
FDA07,6,7.55
FDA07,7,7.55
FDA07,8,7.55
FDA07,9,
FDA08,0,11.85
FDA08,1,11.85
FDA08,2,11.85
FDA08,3,
FDA08,4,
FDA08,5,11.85
FDA08,6,11.85
FDA08,7,11.85
FDA08,8,11.85
FDA09,0,13.35
FDA09,1,13.35
FDA09,2,13.35
FDA09,3,13.35
FDA09,4,13.35
FDA09,5,13.35
FDA09,6,13.35
FDA09,7,13.35
FDA09,8,
FDA10,0,20.35
FDA10,1,20.35
FDA10,2,
FDA10,3,
FDA10,4,20.35
FDA10,5,20.35
FDA10,6,20.35
FDA10,7,20.35
FDA11,0,7.75
FDA11,1,
FDA11,2,7.75
FDA11,3,7.75
FDA11,4,7.75
FDA11,5,
FDA11,6,7.75
FDA11,7,7.75
FDA13,0,15.85
FDA13,1,15.85
FDA13,2,15.85
FDA13,3,
FDA13,4,15.85
FDA13,5,15.85
FDA13,6,
FDA13,7,15.85
FDA13,8,15.85
FDA13,9,15.85
FDA14,0,
FDA14,1,16.1
FDA14,2,16.1
FDA14,3,16.1
FDA14,4,16.1
FDA14,5,
FDA14,6,16.1
FDA14,7,16.1
FDA14,8,16.1
FDA15,0,9.3
FDA15,1,9.3
FDA15,2,9.3
FDA15,3,9.3
FDA15,4,9.3
FDA15,5,9.3
FDA15,6,
FDA15,7,9.3
FDA15,8,9.3
FDA16,0,6.695
FDA16,1,
FDA16,2,6.695
FDA16,3,6.695
FDA16,4,6.695
FDA16,5,6.695
FDA16,6,6.695
FDA16,7,6.695
FDA19,0,7.52
FDA19,1,
FDA19,2,7.52
FDA19,3,7.52
FDA19,4,7.52
FDA19,5,7.52
FDA19,6,7.52
FDA19,7,7.52
FDA19,8,
FDA20,0,6.78
FDA20,1,6.78
FDA20,2,6.78
FDA20,3,6.78
FDA20,4,6.78
FDA20,5,
FDA20,6,6.78
FDA20,7,6.78
FDA21,0,13.65
FDA21,1,13.65
FDA21,2,13.65
FDA21,3,13.65
FDA21,4,13.65
FDA21,5,13.65
FDA21,6,
FDA21,7,13.65
FDA22,0,7.435
FDA22,1,
FDA22,2,7.435
FDA22,3,7.435
FDA22,4,7.435
FDA22,5,7.435
FDA22,6,7.435
FDA22,7,7.435
FDA22,8,7.435
FDA23,0,9.8
FDA23,1,9.8
FDA23,2,9.8
FDA23,3,9.8
FDA23,4,9.8
FDA23,5,
FDA23,6,9.8
FDA23,7,9.8
FDA23,8,9.8
FDA25,0,16.5
FDA25,1,16.5
FDA25,2,16.5
FDA25,3,16.5
FDA25,4,16.5
FDA25,5,
FDA25,6,16.5
FDA25,7,
FDA25,8,16.5
FDA26,0,7.855
FDA26,1,
FDA26,2,7.855
FDA26,3,
FDA26,4,7.855
FDA26,5,7.855
FDA26,6,7.855
FDA26,7,7.855
FDA26,8,7.855
FDA27,0,20.35
FDA27,1,20.35
FDA27,2,20.35
FDA27,3,20.35
FDA27,4,20.35
FDA27,5,20.35
FDA27,6,20.35
FDA27,7,
FDA27,8,
FDA28,0,16.1
FDA28,1,16.1
FDA28,2,
FDA28,3,16.1
FDA28,4,16.1
FDA28,5,16.1
FDA28,6,
FDA28,7,16.1
FDA28,8,16.1
FDA28,9,16.1
FDA31,0,7.1
FDA31,1,7.1
FDA31,2,7.1
FDA31,3,7.1
FDA31,4,7.1
FDA31,5,7.1
FDA31,6,7.1
FDA31,7,
FDA31,8,7.1
FDA32,0,14.0
FDA32,1,14.0
FDA32,2,14.0
FDA32,3,14.0
FDA32,4,14.0
FDA32,5,14.0
FDA32,6,
FDA32,7,14.0
FDA32,8,
FDA32,9,14.0
FDA33,0,6.48
FDA33,1,6.48
FDA33,2,6.48
FDA33,3,6.48
FDA33,4,6.48
FDA33,5,6.48
FDA33,6,6.48
FDA33,7,
FDA34,0,
FDA34,1,11.5
FDA34,2,11.5
FDA34,3,11.5
FDA34,4,11.5
FDA34,5,11.5
FDA34,6,11.5
FDA34,7,11.5
FDA35,0,14.85
FDA35,1,14.85
FDA35,2,
FDA35,3,14.85
FDA35,4,14.85
FDA35,5,14.85
FDA35,6,14.85
FDA35,7,14.85
FDA36,0,5.985
FDA36,1,
FDA36,2,
FDA36,3,5.985
FDA36,4,5.985
FDA36,5,5.985
FDA36,6,5.985
FDA36,7,5.985
FDA36,8,5.985
FDA37,0,7.81
FDA37,1,7.81
FDA37,2,7.81
FDA37,3,7.81
FDA37,4,
FDA37,5,
FDA37,6,7.81
FDA37,7,7.81
FDA37,8,7.81
FDA38,0,5.44
FDA38,1,
FDA38,2,5.44
FDA38,3,5.44
FDA38,4,5.44
FDA38,5,5.44
FDA38,6,5.44
FDA38,7,5.44
FDA38,8,5.44
FDA38,9,
FDA39,0,6.32
FDA39,1,6.32
FDA39,2,6.32
FDA39,3,6.32
FDA39,4,6.32
FDA39,5,6.32
FDA39,6,
FDA39,7,6.32
FDA39,8,6.32
FDA39,9,
FDA40,0,16.0
FDA40,1,16.0
FDA40,2,16.0
FDA40,3,16.0
FDA40,4,16.0
FDA40,5,16.0
FDA40,6,
FDA40,7,16.0
FDA40,8,16.0
FDA43,0,10.895
FDA43,1,10.895
FDA43,2,10.895
FDA43,3,
FDA43,4,10.895
FDA43,5,10.895
FDA43,6,10.895
FDA43,7,10.895
FDA43,8,10.895
FDA43,9,
FDA44,0,19.7
FDA44,1,19.7
FDA44,2,19.7
FDA44,3,19.7
FDA44,4,19.7
FDA44,5,
FDA44,6,19.7
FDA44,7,19.7
FDA44,8,19.7
FDA45,0,21.25
FDA45,1,
FDA45,2,21.25
FDA45,3,21.25
FDA45,4,21.25
FDA45,5,21.25
FDA45,6,21.25
FDA45,7,21.25
FDA46,0,13.6
FDA46,1,13.6
FDA46,2,13.6
FDA46,3,
FDA46,4,13.6
FDA46,5,13.6
FDA46,6,13.6
FDA46,7,13.6
FDA46,8,13.6
FDA47,0,10.5
FDA47,1,10.5
FDA47,2,
FDA47,3,10.5
FDA47,4,10.5
FDA47,5,10.5
FDA47,6,10.5
FDA47,7,10.5
FDA47,8,
FDA48,0,12.1
FDA48,1,12.1
FDA48,2,12.1
FDA48,3,12.1
FDA48,4,
FDA48,5,12.1
FDA48,6,12.1
FDA48,7,12.1
FDA49,0,
FDA49,1,19.7
FDA49,2,19.7
FDA49,3,
FDA49,4,19.7
FDA49,5,19.7
FDA49,6,19.7
FDA49,7,19.7
FDA49,8,19.7
FDA49,9,19.7
FDA50,0,16.25
FDA50,1,16.25
FDA50,2,
FDA50,3,
FDA50,4,16.25
FDA50,5,16.25
FDA50,6,16.25
FDA50,7,16.25
FDA50,8,16.25
FDA50,9,16.25
FDA51,0,8.05
FDA51,1,
FDA51,2,8.05
FDA51,3,8.05
FDA51,4,8.05
FDA51,5,8.05
FDA51,6,8.05
FDA51,7,8.05
FDA52,0,16.2
FDA52,1,16.2
FDA52,2,
FDA52,3,16.2
FDA52,4,16.2
FDA52,5,16.2
FDA52,6,16.2
FDA52,7,16.2
FDA52,8,16.2
FDA52,9,
FDA55,0,17.2
FDA55,1,
FDA55,2,17.2
FDA55,3,
FDA55,4,17.2
FDA55,5,17.2
FDA55,6,17.2
FDA55,7,17.2
FDA55,8,17.2
FDA56,0,9.21
FDA56,1,9.21
FDA56,2,9.21
FDA56,3,
FDA56,4,9.21
FDA56,5,9.21
FDA56,6,9.21
FDA56,7,9.21
FDA56,8,9.21
FDA57,0,
FDA57,1,18.85
FDA57,2,18.85
FDA57,3,18.85
FDA57,4,18.85
FDA57,5,18.85
FDA57,6,18.85
FDA57,7,18.85
FDA58,0,9.395
FDA58,1,9.395
FDA58,2,9.395
FDA58,3,9.395
FDA58,4,9.395
FDA58,5,9.395
FDA58,6,9.395
FDA58,7,
FDB02,0,9.695
FDB02,1,9.695
FDB02,2,9.695
FDB02,3,
FDB02,4,9.695
FDB02,5,9.695
FDB02,6,9.695
FDB02,7,9.695
FDB03,0,17.75
FDB03,1,17.75
FDB03,2,17.75
FDB03,3,17.75
FDB03,4,17.75
FDB03,5,17.75
FDB03,6,
FDB03,7,
FDB03,8,17.75
FDB03,9,17.75
FDB04,0,11.35
FDB04,1,11.35
FDB04,2,11.35
FDB04,3,
FDB04,4,11.35
FDB04,5,
FDB04,6,11.35
FDB04,7,11.35
FDB04,8,11.35
FDB04,9,11.35
FDB05,0,5.155
FDB05,1,
FDB05,2,
FDB05,3,5.155
FDB05,4,5.155
FDB05,5,5.155
FDB05,6,5.155
FDB05,7,5.155
FDB05,8,5.155
FDB08,0,6.055
FDB08,1,6.055
FDB08,2,6.055
FDB08,3,6.055
FDB08,4,
FDB08,5,6.055
FDB08,6,
FDB08,7,6.055
FDB08,8,6.055
FDB09,0,16.25
FDB09,1,16.25
FDB09,2,16.25
FDB09,3,16.25
FDB09,4,
FDB09,5,
FDB09,6,16.25
FDB09,7,16.25
FDB09,8,16.25
FDB10,0,10.0
FDB10,1,10.0
FDB10,2,10.0
FDB10,3,10.0
FDB10,4,10.0
FDB10,5,
FDB10,6,10.0
FDB10,7,10.0
FDB11,0,16.0
FDB11,1,16.0
FDB11,2,16.0
FDB11,3,16.0
FDB11,4,16.0
FDB11,5,
FDB11,6,16.0
FDB11,7,16.0
FDB11,8,16.0
FDB12,0,11.15
FDB12,1,11.15
FDB12,2,11.15
FDB12,3,11.15
FDB12,4,11.15
FDB12,5,11.15
FDB12,6,
FDB12,7,11.15
FDB14,0,20.25
FDB14,1,20.25
FDB14,2,20.25
FDB14,3,
FDB14,4,
FDB14,5,20.25
FDB14,6,20.25
FDB14,7,20.25
FDB14,8,20.25
FDB14,9,20.25
FDB15,0,10.895
FDB15,1,10.895
FDB15,2,10.895
FDB15,3,10.895
FDB15,4,10.895
FDB15,5,10.895
FDB15,6,10.895
FDB15,7,
FDB15,8,10.895
FDB16,0,8.21
FDB16,1,8.21
FDB16,2,8.21
FDB16,3,8.21
FDB16,4,8.21
FDB16,5,8.21
FDB16,6,
FDB16,7,8.21
FDB17,0,13.15
FDB17,1,13.15
FDB17,2,13.15
FDB17,3,13.15
FDB17,4,
FDB17,5,13.15
FDB17,6,
FDB17,7,13.15
FDB17,8,13.15
FDB17,9,13.15
FDB20,0,7.72
FDB20,1,7.72
FDB20,2,7.72
FDB20,3,7.72
FDB20,4,7.72
FDB20,5,
FDB20,6,7.72
FDB20,7,
FDB20,8,7.72
FDB20,9,7.72
FDB21,0,7.475
FDB21,1,7.475
FDB21,2,
FDB21,3,7.475
FDB21,4,7.475
FDB21,5,7.475
FDB21,6,7.475
FDB21,7,7.475
FDB21,8,
FDB22,0,8.02
FDB22,1,8.02
FDB22,2,8.02
FDB22,3,
FDB22,4,8.02
FDB22,5,8.02
FDB22,6,8.02
FDB22,7,8.02
FDB22,8,8.02
FDB23,0,19.2
FDB23,1,
FDB23,2,19.2
FDB23,3,
FDB23,4,19.2
FDB23,5,19.2
FDB23,6,19.2
FDB23,7,19.2
FDB23,8,19.2
FDB23,9,19.2
FDB26,0,14.0
FDB26,1,14.0
FDB26,2,14.0
FDB26,3,14.0
FDB26,4,
FDB26,5,14.0
FDB26,6,14.0
FDB26,7,14.0
FDB27,0,7.575
FDB27,1,7.575
FDB27,2,7.575
FDB27,3,7.575
FDB27,4,7.575
FDB27,5,
FDB27,6,7.575
FDB27,7,7.575
FDB27,8,7.575
FDB28,0,6.615
FDB28,1,6.615
FDB28,2,6.615
FDB28,3,6.615
FDB28,4,6.615
FDB28,5,6.615
FDB28,6,6.615
FDB28,7,
FDB28,8,6.615
FDB29,0,16.7
FDB29,1,16.7
FDB29,2,16.7
FDB29,3,16.7
FDB29,4,16.7
FDB29,5,16.7
FDB29,6,
FDB29,7,16.7
FDB32,0,20.6
FDB32,1,
FDB32,2,20.6
FDB32,3,20.6
FDB32,4,20.6
FDB32,5,
FDB32,6,20.6
FDB32,7,20.6
FDB32,8,20.6
FDB32,9,20.6
FDB33,0,17.75
FDB33,1,17.75
FDB33,2,17.75
FDB33,3,17.75
FDB33,4,
FDB33,5,17.75
FDB33,6,
FDB33,7,17.75
FDB33,8,17.75
FDB34,0,
FDB34,1,15.25
FDB34,2,15.25
FDB34,3,15.25
FDB34,4,15.25
FDB34,5,15.25
FDB34,6,15.25
FDB34,7,15.25
FDB34,8,15.25
FDB35,0,12.3
FDB35,1,12.3
FDB35,2,12.3
FDB35,3,12.3
FDB35,4,12.3
FDB35,5,
FDB35,6,
FDB35,7,12.3
FDB35,8,12.3
FDB35,9,12.3
FDB36,0,5.465
FDB36,1,5.465
FDB36,2,5.465
FDB36,3,5.465
FDB36,4,
FDB36,5,5.465
FDB36,6,5.465
FDB36,7,5.465
FDB37,0,20.25
FDB37,1,20.25
FDB37,2,20.25
FDB37,3,20.25
FDB37,4,
FDB37,5,20.25
FDB37,6,20.25
FDB37,7,20.25
FDB38,0,
FDB38,1,19.5
FDB38,2,19.5
FDB38,3,
FDB38,4,19.5
FDB38,5,19.5
FDB38,6,19.5
FDB38,7,19.5
FDB38,8,19.5
FDB38,9,19.5
FDB39,0,11.6
FDB39,1,11.6
FDB39,2,11.6
FDB39,3,
FDB39,4,11.6
FDB39,5,11.6
FDB39,6,11.6
FDB39,7,
FDB39,8,11.6
FDB40,0,17.5
FDB40,1,17.5
FDB40,2,17.5
FDB40,3,17.5
FDB40,4,
FDB40,5,17.5
FDB40,6,17.5
FDB40,7,17.5
FDB41,0,19.0
FDB41,1,19.0
FDB41,2,19.0
FDB41,3,19.0
FDB41,4,19.0
FDB41,5,
FDB41,6,19.0
FDB41,7,19.0
FDB41,8,
FDB41,9,19.0
FDB44,0,6.655
FDB44,1,6.655
FDB44,2,6.655
FDB44,3,
FDB44,4,6.655
FDB44,5,6.655
FDB44,6,6.655
FDB44,7,6.655
FDB44,8,6.655
FDB45,0,20.85
FDB45,1,20.85
FDB45,2,20.85
FDB45,3,
FDB45,4,20.85
FDB45,5,20.85
FDB45,6,20.85
FDB45,7,20.85
FDB45,8,
FDB46,0,10.5
FDB46,1,10.5
FDB46,2,10.5
FDB46,3,10.5
FDB46,4,10.5
FDB46,5,
FDB46,6,10.5
FDB46,7,10.5
FDB47,0,8.8
FDB47,1,8.8
FDB47,2,8.8
FDB47,3,8.8
FDB47,4,8.8
FDB47,5,
FDB47,6,8.8
FDB47,7,8.8
FDB47,8,8.8
FDB49,0,8.3
FDB49,1,8.3
FDB49,2,
FDB49,3,8.3
FDB49,4,8.3
FDB49,5,8.3
FDB49,6,8.3
FDB49,7,8.3
FDB49,8,
FDB50,0,13.0
FDB50,1,13.0
FDB50,2,13.0
FDB50,3,13.0
FDB50,4,13.0
FDB50,5,
FDB50,6,13.0
FDB50,7,
FDB50,8,13.0
FDB51,0,6.92
FDB51,1,6.92
FDB51,2,6.92
FDB51,3,6.92
FDB51,4,6.92
FDB51,5,6.92
FDB51,6,6.92
FDB51,7,
FDB52,0,17.75
FDB52,1,17.75
FDB52,2,
FDB52,3,17.75
FDB52,4,17.75
FDB52,5,
FDB52,6,17.75
FDB52,7,17.75
FDB52,8,17.75
FDB53,0,13.35
FDB53,1,13.35
FDB53,2,13.35
FDB53,3,13.35
FDB53,4,
FDB53,5,13.35
FDB53,6,13.35
FDB53,7,13.35
FDB53,8,
FDB56,0,8.75
FDB56,1,8.75
FDB56,2,8.75
FDB56,3,8.75
FDB56,4,8.75
FDB56,5,
FDB56,6,8.75
FDB56,7,8.75
FDB57,0,20.25
FDB57,1,
FDB57,2,20.25
FDB57,3,20.25
FDB57,4,20.25
FDB57,5,20.25
FDB57,6,
FDB57,7,20.25
FDB57,8,20.25
FDB58,0,10.5
FDB58,1,
FDB58,2,10.5
FDB58,3,10.5
FDB58,4,
FDB58,5,10.5
FDB58,6,10.5
FDB58,7,10.5
FDB58,8,10.5
FDB58,9,10.5
FDB59,0,18.25
FDB59,1,18.25
FDB59,2,18.25
FDB59,3,18.25
FDB59,4,
FDB59,5,18.25
FDB59,6,18.25
FDB59,7,18.25
FDB59,8,18.25
FDB60,0,9.3
FDB60,1,9.3
FDB60,2,9.3
FDB60,3,9.3
FDB60,4,9.3
FDB60,5,9.3
FDB60,6,9.3
FDB60,7,
FDB60,8,9.3
FDB60,9,
FDC02,0,21.35
FDC02,1,21.35
FDC02,2,
FDC02,3,21.35
FDC02,4,21.35
FDC02,5,21.35
FDC02,6,21.35
FDC02,7,21.35
FDC02,8,21.35
FDC03,0,8.575
FDC03,1,8.575
FDC03,2,8.575
FDC03,3,8.575
FDC03,4,
FDC03,5,8.575
FDC03,6,8.575
FDC03,7,8.575
FDC03,8,8.575
FDC04,0,
FDC04,1,
FDC04,2,15.6
FDC04,3,15.6
FDC04,4,15.6
FDC04,5,15.6
FDC04,6,15.6
FDC04,7,15.6
FDC04,8,15.6
FDC05,0,13.1
FDC05,1,13.1
FDC05,2,13.1
FDC05,3,13.1
FDC05,4,13.1
FDC05,5,
FDC05,6,
FDC05,7,13.1
FDC05,8,13.1
FDC08,0,19.0
FDC08,1,19.0
FDC08,2,19.0
FDC08,3,19.0
FDC08,4,
FDC08,5,19.0
FDC08,6,19.0
FDC08,7,19.0
FDC08,8,19.0
FDC09,0,15.5
FDC09,1,15.5
FDC09,2,15.5
FDC09,3,15.5
FDC09,4,15.5
FDC09,5,15.5
FDC09,6,15.5
FDC09,7,
FDC10,0,
FDC10,1,9.8
FDC10,2,
FDC10,3,9.8
FDC10,4,9.8
FDC10,5,9.8
FDC10,6,9.8
FDC10,7,9.8
FDC10,8,9.8
FDC10,9,9.8
FDC11,0,
FDC11,1,20.5
FDC11,2,20.5
FDC11,3,20.5
FDC11,4,20.5
FDC11,5,20.5
FDC11,6,20.5
FDC11,7,20.5
FDC14,0,
FDC14,1,14.5
FDC14,2,14.5
FDC14,3,14.5
FDC14,4,
FDC14,5,14.5
FDC14,6,14.5
FDC14,7,14.5
FDC14,8,14.5
FDC14,9,14.5
FDC15,0,18.1
FDC15,1,18.1
FDC15,2,18.1
FDC15,3,18.1
FDC15,4,
FDC15,5,18.1
FDC15,6,18.1
FDC15,7,18.1
FDC15,8,18.1
FDC16,0,11.5
FDC16,1,11.5
FDC16,2,11.5
FDC16,3,11.5
FDC16,4,11.5
FDC16,5,
FDC16,6,11.5
FDC16,7,11.5
FDC17,0,12.15
FDC17,1,12.15
FDC17,2,12.15
FDC17,3,12.15
FDC17,4,12.15
FDC17,5,12.15
FDC17,6,
FDC17,7,
FDC17,8,12.15
FDC20,0,10.65
FDC20,1,
FDC20,2,10.65
FDC20,3,10.65
FDC20,4,10.65
FDC20,5,10.65
FDC20,6,10.65
FDC20,7,10.65
FDC20,8,
FDC20,9,10.65
FDC21,0,
FDC21,1,14.6
FDC21,2,14.6
FDC21,3,14.6
FDC21,4,14.6
FDC21,5,14.6
FDC21,6,14.6
FDC21,7,14.6
FDC21,8,14.6
FDC21,9,
FDC22,0,6.89
FDC22,1,6.89
FDC22,2,6.89
FDC22,3,6.89
FDC22,4,6.89
FDC22,5,6.89
FDC22,6,
FDC22,7,
FDC22,8,6.89
FDC22,9,6.89
FDC23,0,18.0
FDC23,1,18.0
FDC23,2,18.0
FDC23,3,18.0
FDC23,4,18.0
FDC23,5,18.0
FDC23,6,
FDC23,7,18.0
FDC26,0,10.195
FDC26,1,10.195
FDC26,2,10.195
FDC26,3,10.195
FDC26,4,10.195
FDC26,5,10.195
FDC26,6,
FDC26,7,10.195
FDC26,8,10.195
FDC28,0,
FDC28,1,
FDC28,2,7.905
FDC28,3,7.905
FDC28,4,7.905
FDC28,5,7.905
FDC28,6,7.905
FDC28,7,7.905
FDC28,8,7.905
FDC28,9,7.905
FDC29,0,8.39
FDC29,1,8.39
FDC29,2,8.39
FDC29,3,8.39
FDC29,4,8.39
FDC29,5,
FDC29,6,8.39
FDC29,7,8.39
FDC32,0,18.35
FDC32,1,18.35
FDC32,2,
FDC32,3,18.35
FDC32,4,
FDC32,5,18.35
FDC32,6,18.35
FDC32,7,18.35
FDC32,8,18.35
FDC32,9,18.35
FDC33,0,
FDC33,1,8.96
FDC33,2,8.96
FDC33,3,8.96
FDC33,4,8.96
FDC33,5,8.96
FDC33,6,8.96
FDC33,7,8.96
FDC33,8,8.96
FDC34,0,16.0
FDC34,1,16.0
FDC34,2,16.0
FDC34,3,
FDC34,4,16.0
FDC34,5,16.0
FDC34,6,16.0
FDC34,7,
FDC34,8,16.0
FDC35,0,7.435
FDC35,1,
FDC35,2,7.435
FDC35,3,7.435
FDC35,4,7.435
FDC35,5,7.435
FDC35,6,
FDC35,7,7.435
FDC35,8,7.435
FDC35,9,7.435
FDC37,0,
FDC37,1,15.5
FDC37,2,15.5
FDC37,3,
FDC37,4,15.5
FDC37,5,15.5
FDC37,6,15.5
FDC37,7,15.5
FDC37,8,15.5
FDC37,9,15.5
FDC38,0,15.7
FDC38,1,15.7
FDC38,2,15.7
FDC38,3,15.7
FDC38,4,15.7
FDC38,5,
FDC38,6,15.7
FDC38,7,15.7
FDC39,0,7.405
FDC39,1,7.405
FDC39,2,7.405
FDC39,3,7.405
FDC39,4,7.405
FDC39,5,7.405
FDC39,6,7.405
FDC39,7,
FDC40,0,16.0
FDC40,1,16.0
FDC40,2,16.0
FDC40,3,16.0
FDC40,4,16.0
FDC40,5,16.0
FDC40,6,16.0
FDC40,7,
FDC41,0,
FDC41,1,15.6
FDC41,2,15.6
FDC41,3,15.6
FDC41,4,15.6
FDC41,5,
FDC41,6,15.6
FDC41,7,15.6
FDC41,8,15.6
FDC41,9,15.6
FDC44,0,15.6
FDC44,1,15.6
FDC44,2,
FDC44,3,15.6
FDC44,4,15.6
FDC44,5,15.6
FDC44,6,15.6
FDC44,7,15.6
FDC44,8,15.6
FDC45,0,17.0
FDC45,1,
FDC45,2,17.0
FDC45,3,
FDC45,4,17.0
FDC45,5,17.0
FDC45,6,17.0
FDC45,7,17.0
FDC45,8,17.0
FDC46,0,17.7
FDC46,1,
FDC46,2,17.7
FDC46,3,17.7
FDC46,4,17.7
FDC46,5,17.7
FDC46,6,17.7
FDC46,7,17.7
FDC46,8,17.7
FDC47,0,15.0
FDC47,1,
FDC47,2,15.0
FDC47,3,15.0
FDC47,4,15.0
FDC47,5,15.0
FDC47,6,15.0
FDC47,7,15.0
FDC47,8,
FDC47,9,15.0
FDC48,0,9.195
FDC48,1,9.195
FDC48,2,
FDC48,3,9.195
FDC48,4,
FDC48,5,9.195
FDC48,6,9.195
FDC48,7,9.195
FDC48,8,9.195
FDC50,0,15.85
FDC50,1,15.85
FDC50,2,15.85
FDC50,3,15.85
FDC50,4,15.85
FDC50,5,15.85
FDC50,6,
FDC50,7,
FDC50,8,15.85
FDC50,9,15.85
FDC51,0,10.895
FDC51,1,10.895
FDC51,2,10.895
FDC51,3,10.895
FDC51,4,10.895
FDC51,5,10.895
FDC51,6,10.895
FDC51,7,10.895
FDC51,8,
FDC52,0,11.15
FDC52,1,11.15
FDC52,2,11.15
FDC52,3,
FDC52,4,
FDC52,5,11.15
FDC52,6,11.15
FDC52,7,11.15
FDC52,8,11.15
FDC53,0,8.68
FDC53,1,
FDC53,2,8.68
FDC53,3,8.68
FDC53,4,8.68
FDC53,5,8.68
FDC53,6,8.68
FDC53,7,
FDC53,8,8.68
FDC53,9,8.68
FDC56,0,7.72
FDC56,1,7.72
FDC56,2,7.72
FDC56,3,7.72
FDC56,4,
FDC56,5,7.72
FDC56,6,7.72
FDC56,7,7.72
FDC56,8,7.72
FDC57,0,
FDC57,1,20.1
FDC57,2,20.1
FDC57,3,20.1
FDC57,4,20.1
FDC57,5,
FDC57,6,20.1
FDC57,7,20.1
FDC57,8,20.1
FDC57,9,20.1
FDC58,0,10.195
FDC58,1,10.195
FDC58,2,10.195
FDC58,3,
FDC58,4,10.195
FDC58,5,10.195
FDC58,6,10.195
FDC58,7,10.195
FDC59,0,16.7
FDC59,1,16.7
FDC59,2,
FDC59,3,16.7
FDC59,4,16.7
FDC59,5,16.7
FDC59,6,16.7
FDC59,7,16.7
FDC59,8,16.7
FDC59,9,
FDC60,0,5.425
FDC60,1,5.425
FDC60,2,
FDC60,3,5.425
FDC60,4,5.425
FDC60,5,5.425
FDC60,6,
FDC60,7,5.425
FDC60,8,5.425
FDC60,9,5.425
FDD02,0,16.6
FDD02,1,16.6
FDD02,2,16.6
FDD02,3,16.6
FDD02,4,16.6
FDD02,5,
FDD02,6,16.6
FDD02,7,16.6
FDD02,8,
FDD02,9,16.6
FDD03,0,13.3
FDD03,1,13.3
FDD03,2,13.3
FDD03,3,13.3
FDD03,4,13.3
FDD03,5,13.3
FDD03,6,
FDD03,7,13.3
FDD04,0,16.0
FDD04,1,16.0
FDD04,2,16.0
FDD04,3,16.0
FDD04,4,
FDD04,5,16.0
FDD04,6,16.0
FDD04,7,16.0
FDD04,8,
FDD05,0,19.35
FDD05,1,19.35
FDD05,2,
FDD05,3,19.35
FDD05,4,19.35
FDD05,5,19.35
FDD05,6,
FDD05,7,19.35
FDD05,8,19.35
FDD05,9,19.35
FDD08,0,8.3
FDD08,1,8.3
FDD08,2,8.3
FDD08,3,8.3
FDD08,4,8.3
FDD08,5,
FDD08,6,8.3
FDD08,7,
FDD08,8,8.3
FDD08,9,8.3
FDD09,0,13.5
FDD09,1,13.5
FDD09,2,13.5
FDD09,3,13.5
FDD09,4,13.5
FDD09,5,
FDD09,6,13.5
FDD09,7,13.5
FDD09,8,13.5
FDD10,0,
FDD10,1,20.6
FDD10,2,20.6
FDD10,3,20.6
FDD10,4,20.6
FDD10,5,20.6
FDD10,6,20.6
FDD10,7,20.6
FDD10,8,20.6
FDD11,0,12.85
FDD11,1,12.85
FDD11,2,12.85
FDD11,3,12.85
FDD11,4,12.85
FDD11,5,
FDD11,6,12.85
FDD11,7,12.85
FDD11,8,
FDD14,0,20.7
FDD14,1,20.7
FDD14,2,20.7
FDD14,3,20.7
FDD14,4,20.7
FDD14,5,
FDD14,6,
FDD14,7,20.7
FDD14,8,20.7
FDD14,9,20.7
FDD16,0,20.5
FDD16,1,
FDD16,2,20.5
FDD16,3,20.5
FDD16,4,
FDD16,5,20.5
FDD16,6,20.5
FDD16,7,20.5
FDD16,8,20.5
FDD16,9,20.5
FDD17,0,7.5
FDD17,1,7.5
FDD17,2,7.5
FDD17,3,7.5
FDD17,4,7.5
FDD17,5,7.5
FDD17,6,7.5
FDD17,7,7.5
FDD17,8,
FDD17,9,
FDD20,0,
FDD20,1,14.15
FDD20,2,14.15
FDD20,3,14.15
FDD20,4,14.15
FDD20,5,
FDD20,6,14.15
FDD20,7,14.15
FDD20,8,14.15
FDD21,0,10.3
FDD21,1,10.3
FDD21,2,10.3
FDD21,3,10.3
FDD21,4,10.3
FDD21,5,10.3
FDD21,6,10.3
FDD21,7,
FDD22,0,10.0
FDD22,1,10.0
FDD22,2,10.0
FDD22,3,10.0
FDD22,4,
FDD22,5,10.0
FDD22,6,10.0
FDD22,7,10.0
FDD22,8,10.0
